CMS Certification Number (CCN),Facility Name,Address Line 1,Address Line 2,City,State,Zip Code,County Name,Phone Number,CMS Region,Measure Code,Score,Footnote,Start Date,End Date,Location 1
190116,MOREHOUSE GENERAL HOSPITAL,323 W WALNUT,,BASTROP,LA,71220,MOREHOUSE,(318) 283-3600,6,S_004_01_PPR_PD_COMP_PERF,Not Available,9,10/01/2016,09/30/2018,
250020,WEBSTER GENERAL HOSPITAL/ SWING BED,70 MEDICAL PLAZA,,EUPORA,MS,39744,WEBSTER,(662) 258-6221,4,S_004_01_PPR_PD_COMP_PERF,No Different than the National Rate,,10/01/2016,09/30/2018,"70 MEDICAL PLAZA EUPORA, MS 39744 (33.534736, -89.266943)"
180116,JACKSON PURCHASE MEDICAL CENTER,1099 MEDICAL CENTER CIRCLE,,MAYFIELD,KY,42066,GRAVES,(270) 251-4585,4,S_013_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"1099 MEDICAL CENTER CIRCLE MAYFIELD, KY 42066 (36.757411, -88.650981)"
300019,CHESHIRE MEDICAL CENTER,580 COURT STREET,,KEENE,NH,03431,CHESHIRE,(603) 354-5400,1,S_004_01_PPR_PD_RSRR_97_5,Not Available,1,10/01/2016,09/30/2018,"580 COURT STREET KEENE, NH 03431 (42.949854, -72.290725)"
190007,NATCHITOCHES REGIONAL MEDICAL CENTER,501 KEYSER AVE,,NATCHITOCHES,LA,71457,NATCHITOCHES,(318) 471-2628,6,S_002_01_OBS_RATE,Not Available,"9,13",07/01/2018,06/30/2019,"501 KEYSER AVE NATCHITOCHES, LA 71457 (31.753563, -93.079253)"
170110,BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,415 N MAIN STREET,,ULYSSES,KS,67880,GRANT,(620) 356-1266,7,S_005_01_DTC_COMP_PERF,No Different than the National Rate,,10/01/2016,09/30/2018,"415 N MAIN STREET ULYSSES, KS 67880 (37.583992, -101.358013)"
390184,HIGHLANDS HOSPITAL,401 EAST MURPHY AVENUE,,CONNELLSVILLE,PA,15425,FAYETTE,(724) 628-1500,3,S_001_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"401 EAST MURPHY AVENUE CONNELLSVILLE, PA 15425 (40.023373, -79.586216)"
450399,BROWNFIELD REGIONAL MEDICAL CENTER,705 EAST FELT STREET,,BROWNFIELD,TX,79316,TERRY,(806) 637-3551,6,S_004_01_PPR_PD_VOLUME,10,,10/01/2016,09/30/2018,"705 EAST FELT STREET BROWNFIELD, TX 79316 (33.187102, -102.26775)"
110040,NORTHRIDGE MEDICAL CENTER,70 MEDICAL CENTER DRIVE,,COMMERCE,GA,30529,JACKSON,(706) 335-1100,4,S_005_01_DTC_VOLUME,10,,10/01/2016,09/30/2018,"70 MEDICAL CENTER DRIVE COMMERCE, GA 30529 (34.218475, -83.469116)"
530032,EVANSTON REGIONAL HOSPITAL,190 ARROWHEAD DR,,EVANSTON,WY,82930,UINTA,(307) 789-3636,8,S_005_01_DTC_COMP_PERF,Not Available,1,10/01/2016,09/30/2018,"190 ARROWHEAD DR EVANSTON, WY 82930 (41.242214, -110.991336)"
520196,OAKLEAF SURGICAL HOSPITAL,1000 OAKLEAF WAY,,ALTOONA,WI,54720,EAU CLAIRE,(715) 831-8130,5,S_005_01_DTC_RS_RATE _97_5,Not Available,1,10/01/2016,09/30/2018,"1000 OAKLEAF WAY ALTOONA, WI 54720 (44.815002, -91.451764)"
340060,UNC ROCKINGHAM,117 E KINGS HIGHWAY,,EDEN,NC,27288,ROCKINGHAM,(336) 623-9711,4,S_004_01_PPR_PD_RSRR_97_5,Not Available,1,10/01/2016,09/30/2018,"117 E KINGS HIGHWAY EDEN, NC 27288 (36.49321, -79.740112)"
390084,SUNBURY COMMUNITY HOSPITAL,350 NORTH 11TH STREET,,SUNBURY,PA,17801,NORTHUMBERLAND,(570) 286-3333,3,S_005_01_DTC_RS_RATE,Not Available,1,10/01/2016,09/30/2018,"350 NORTH 11TH STREET SUNBURY, PA 17801 (40.862243, -76.778268)"
260074,MOBERLY REGIONAL MEDICAL CENTER,1515 UNION AVE,,MOBERLY,MO,65270,RANDOLPH,(660) 263-8400,7,S_013_01_OBS_RATE,0.0,,07/01/2018,06/30/2019,"1515 UNION AVE MOBERLY, MO 65270 (39.423879, -92.414216)"
250067,NORTH MISSISSIPPI MEDICAL CENTER-WEST POINT,150 MEDICAL CENTER DRIVE,,WEST POINT,MS,39773,CLAY,(662) 495-2300,4,S_001_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"150 MEDICAL CENTER DRIVE WEST POINT, MS 39773 (33.618616, -88.661549)"
330175,GUTHRIE CORTLAND REGIONAL MEDICAL CENTER,134 HOMER AVENUE,,CORTLAND,NY,13045,CORTLAND,(607) 756-3501,2,S_001_01_DENOMINATOR,16,13,07/01/2018,06/30/2019,"134 HOMER AVENUE CORTLAND, NY 13045 (42.608997, -76.186117)"
450007,PETERSON REGIONAL MEDICAL CENTER,551 HILL COUNTRY DRIVE,,KERRVILLE,TX,78028,KERR,(830) 896-4200,6,S_013_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"551 HILL COUNTRY DRIVE KERRVILLE, TX 78028 (30.044944, -99.151857)"
260009,BOTHWELL REGIONAL HEALTH CENTER,601 E 14TH ST,,SEDALIA,MO,65302,PETTIS,(660) 826-8833,7,S_004_01_PPR_PD_OBS_READM,Not Available,1,10/01/2016,09/30/2018,"601 E 14TH ST SEDALIA, MO 65302 (38.699051, -93.222089)"
470003,UNIVERSITY OF VERMONT MEDICAL CENTER,111 COLCHESTER AVE,,BURLINGTON,VT,05401,CHITTENDEN,(802) 847-0000,1,S_005_01_DTC_OBS_RATE,Not Available,1,10/01/2016,09/30/2018,"111 COLCHESTER AVE BURLINGTON, VT 05401 (44.480991, -73.195518)"
060008,SAN LUIS VALLEY HEALTH,106 BLANCA AVE,,ALAMOSA,CO,81101,ALAMOSA,(719) 589-2511,8,S_002_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"106 BLANCA AVE ALAMOSA, CO 81101 (37.47236, -105.883712)"
100081,HEALTHMARK REGIONAL MEDICAL CENTER,4413 US HWY 331 S,,DEFUNIAK SPRINGS,FL,32435,WALTON,(850) 951-4500,4,S_001_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"4413 US HWY 331 S DEFUNIAK SPRINGS, FL 32435 (30.658742, -86.119188)"
260195,CITIZENS MEMORIAL HOSPITAL,1500 N OAKLAND,,BOLIVAR,MO,65613,POLK,(417) 326-6000,7,S_006_01_MSPB_NUMB,5,,10/01/2016,09/30/2018,"1500 N OAKLAND BOLIVAR, MO 65613 (37.625971, -93.420915)"
390184,HIGHLANDS HOSPITAL,401 EAST MURPHY AVENUE,,CONNELLSVILLE,PA,15425,FAYETTE,(724) 628-1500,3,S_005_01_DTC_RS_RATE _97_5,Not Available,1,10/01/2016,09/30/2018,"401 EAST MURPHY AVENUE CONNELLSVILLE, PA 15425 (40.023373, -79.586216)"
190053,JENNINGS AMERICAN LEGION HOSPITAL,1634 ELTON ROAD,,JENNINGS,LA,70546,JEFFERSON DAVIS,(337) 616-7000,6,S_001_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"1634 ELTON ROAD JENNINGS, LA 70546 (30.239215, -92.663445)"
250002,TISHOMINGO HEALTH SERVICES INC,1777 CURTIS DRIVE,,IUKA,MS,38852,TISHOMINGO,(662) 423-6051,4,S_005_01_DTC_OBS_RATE,79.76,,10/01/2016,09/30/2018,"1777 CURTIS DRIVE IUKA, MS 38852 (34.803686, -88.209218)"
010049,MEDICAL CENTER ENTERPRISE,400 N EDWARDS STREET,,ENTERPRISE,AL,36330,COFFEE,(334) 347-0584,4,S_013_01_NUMERATOR,Not Available,"9,13",07/01/2018,06/30/2019,"400 N EDWARDS STREET ENTERPRISE, AL 36330 (31.318191, -85.855308)"
450653,"SCENIC MOUNTAIN MEDICAL CENTER, A STEWARD FAMILY H",1601 W 11TH PLACE,,BIG SPRING,TX,79720,HOWARD,(432) 263-1211,6,S_004_01_PPR_PD_COMP_PERF,Not Available,1,10/01/2016,09/30/2018,"1601 W 11TH PLACE BIG SPRING, TX 79720 (32.240015, -101.492412)"
420101,COASTAL CAROLINA HOSPITAL,1000 MEDICAL CENTER DRIVE,,HARDEEVILLE,SC,29927,JASPER,(843) 784-8182,4,S_013_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"1000 MEDICAL CENTER DRIVE HARDEEVILLE, SC 29927 (32.314817, -81.055429)"
490097,SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,727 NORTH MAIN STREET,,EMPORIA,VA,23847,EMPORIA CITY,(434) 348-4400,3,S_004_01_PPR_PD_RSRR_2_5,Not Available,9,10/01/2016,09/30/2018,"727 NORTH MAIN STREET EMPORIA, VA 23847 (36.701568, -77.535985)"
390184,HIGHLANDS HOSPITAL,401 EAST MURPHY AVENUE,,CONNELLSVILLE,PA,15425,FAYETTE,(724) 628-1500,3,S_013_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"401 EAST MURPHY AVENUE CONNELLSVILLE, PA 15425 (40.023373, -79.586216)"
110040,NORTHRIDGE MEDICAL CENTER,70 MEDICAL CENTER DRIVE,,COMMERCE,GA,30529,JACKSON,(706) 335-1100,4,S_005_01_DTC_RS_RATE,Not Available,9,10/01/2016,09/30/2018,"70 MEDICAL CENTER DRIVE COMMERCE, GA 30529 (34.218475, -83.469116)"
100232,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DR,,PALATKA,FL,32177,PUTNAM,(386) 326-8500,4,S_002_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"611 ZEAGLER DR PALATKA, FL 32177 (29.642378, -81.693518)"
450099,PAMPA REGIONAL MEDICAL CENTER,1 MEDICAL PLAZA,,PAMPA,TX,79065,GRAY,(806) 665-3721,6,S_013_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"1 MEDICAL PLAZA PAMPA, TX 79065 (35.656991, -101.407964)"
530025,IVINSON MEMORIAL HOSPITAL,255 N 30TH,,LARAMIE,WY,82072,ALBANY,(307) 755-4600,8,S_002_01_OBS_RATE,Not Available,9,07/01/2018,06/30/2019,"255 N 30TH LARAMIE, WY 82072 (41.31139, -105.557512)"
050042,ST ELIZABETH COMMUNITY HOSPITAL,2550 SISTER MARY COLUMBA DRIVE,,RED BLUFF,CA,96080,TEHAMA,(530) 529-8012,9,S_013_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"2550 SISTER MARY COLUMBA DRIVE RED BLUFF, CA 96080 (40.148834, -122.218303)"
360185,SALEM REGIONAL MEDICAL CENTER,1995 EAST STATE STREET,,SALEM,OH,44460,COLUMBIANA,(330) 332-1551,5,S_006_01_MSPB_SCORE,Not Available,1,10/01/2016,09/30/2018,"1995 EAST STATE STREET SALEM, OH 44460 (40.900945, -80.832361)"
180002,WHITESBURG ARH HOSPITAL,240 HOSPITAL ROAD,,WHITESBURG,KY,41858,LETCHER,(606) 633-3500,4,S_005_01_DTC_RS_RATE,Not Available,1,10/01/2016,09/30/2018,"240 HOSPITAL ROAD WHITESBURG, KY 41858 (37.11182, -82.813612)"
440081,LECONTE MEDICAL CENTER,742 MIDDLECREEK ROAD,,SEVIERVILLE,TN,37862,SEVIER,(865) 446-7500,4,S_001_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"742 MIDDLECREEK ROAD SEVIERVILLE, TN 37862 (35.853855, -83.536965)"
030074,SELLS HOSPITAL,"HIGHWAY 86, AT TOPAWA ROAD",,SELLS,AZ,85634,PIMA,(520) 362-7003,9,S_005_01_DTC_COMP_PERF,Not Available,1,10/01/2016,09/30/2018,
180002,WHITESBURG ARH HOSPITAL,240 HOSPITAL ROAD,,WHITESBURG,KY,41858,LETCHER,(606) 633-3500,4,S_004_01_PPR_PD_OBS_READM,Not Available,1,10/01/2016,09/30/2018,"240 HOSPITAL ROAD WHITESBURG, KY 41858 (37.11182, -82.813612)"
100313,ASCENSION SACRED HEART GULF,3801 E HWY 98,,PORT SAINT JOE,FL,32456,GULF,(850) 229-5600,4,S_013_01_OBS_RATE,Not Available,9,07/01/2018,06/30/2019,"3801 E HWY 98 PORT SAINT JOE, FL 32456 (29.776562, -85.287605)"
170017,SUSAN B ALLEN MEMORIAL HOSPITAL,720 W CENTRAL ST,,EL DORADO,KS,67042,BUTLER,(316) 321-3300,7,S_005_01_DTC_COMP_PERF,Better than the National Rate,,10/01/2016,09/30/2018,"720 W CENTRAL ST EL DORADO, KS 67042 (37.817438, -96.858795)"
450210,UT HEALTH EAST TEXAS CARTHAGE HOSPITAL,409 COTTAGE RD,,CARTHAGE,TX,75633,PANOLA,(093) 693-3841,6,S_001_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"409 COTTAGE RD CARTHAGE, TX 75633 (32.167126, -94.346039)"
010150,REGIONAL MEDICAL CENTER OF CENTRAL ALABAMA,29 L V STABLER DRIVE,,GREENVILLE,AL,36037,BUTLER,(334) 382-2200,4,S_005_01_DTC_RS_RATE_2_5,Not Available,9,10/01/2016,09/30/2018,"29 L V STABLER DRIVE GREENVILLE, AL 36037 (31.82945, -86.64586)"
200052,NORTHERN MAINE MEDICAL CENTER,194 E MAIN STREET,,FORT KENT,ME,04743,AROOSTOOK,(207) 834-3195,1,S_004_01_PPR_PD_RSRR_2_5,5.41,,10/01/2016,09/30/2018,"194 E MAIN STREET FORT KENT, ME 04743 (47.265068, -68.591177)"
180116,JACKSON PURCHASE MEDICAL CENTER,1099 MEDICAL CENTER CIRCLE,,MAYFIELD,KY,42066,GRAVES,(270) 251-4585,4,S_002_01_ADJ_RATE,Not Available,10,07/01/2018,06/30/2019,"1099 MEDICAL CENTER CIRCLE MAYFIELD, KY 42066 (36.757411, -88.650981)"
450411,EASTLAND MEMORIAL HOSPITAL,304 S DAUGHERTY,,EASTLAND,TX,76448,EASTLAND,(254) 629-2601,6,S_002_01_DENOMINATOR,57,,07/01/2018,06/30/2019,"304 S DAUGHERTY EASTLAND, TX 76448 (32.400439, -98.821636)"
240101,ESSENTIA HEALTH ST MARYS - DETROIT LAKES,1027 WASHINGTON AVE,,DETROIT LAKES,MN,56501,BECKER,(218) 847-0888,5,S_013_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"1027 WASHINGTON AVE DETROIT LAKES, MN 56501 (46.815307, -95.845453)"
010110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,,UNION SPRINGS,AL,36089,BULLOCK,(334) 738-2140,4,S_004_01_PPR_PD_RSRR_2_5,Not Available,1,10/01/2016,09/30/2018,"102 WEST CONECUH AVENUE UNION SPRINGS, AL 36089 (32.146182, -85.71638)"
320030,ARTESIA GENERAL HOSPITAL,702 N 13TH STREET,,ARTESIA,NM,88210,EDDY,(575) 748-3333,6,S_001_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"702 N 13TH STREET ARTESIA, NM 88210 (32.848603, -104.412752)"
140145,ST JOSEPHS HOSPITAL,9515 HOLY CROSS LN,,BREESE,IL,62230,CLINTON,(618) 526-4511,5,S_004_01_PPR_PD_VOLUME,0,,10/01/2016,09/30/2018,"9515 HOLY CROSS LN BREESE, IL 62230 (38.625154, -89.524944)"
390130,CONEMAUGH MINERS MEDICAL CENTER,290 HAIDA AVENUE,,HASTINGS,PA,16646,CAMBRIA,(814) 247-3100,3,S_004_01_PPR_PD_OBS_READM,Not Available,9,10/01/2016,09/30/2018,"290 HAIDA AVENUE HASTINGS, PA 16646 (40.658913, -78.705799)"
190007,NATCHITOCHES REGIONAL MEDICAL CENTER,501 KEYSER AVE,,NATCHITOCHES,LA,71457,NATCHITOCHES,(318) 471-2628,6,S_004_01_PPR_PD_VOLUME,28,,10/01/2016,09/30/2018,"501 KEYSER AVE NATCHITOCHES, LA 71457 (31.753563, -93.079253)"
440060,MILAN GENERAL HOSPITAL,4039 HIGHLAND ST,,MILAN,TN,38358,GIBSON,(731) 686-1591,4,S_002_01_OBS_RATE,Not Available,10,07/01/2018,06/30/2019,"4039 HIGHLAND ST MILAN, TN 38358 (35.913311, -88.753495)"
250038,MERIT HEALTH MADISON,161 RIVER OAKS DRIVE,,CANTON,MS,39046,MADISON,(601) 855-4000,4,S_004_01_PPR_PD_OBS_READM,Not Available,1,10/01/2016,09/30/2018,"161 RIVER OAKS DRIVE CANTON, MS 39046 (32.582157, -90.081677)"
440064,(CLOSED) GRANDVIEW MEDICAL CENTER,1000 HIGHWAY 28,,JASPER,TN,37347,MARION,(423) 837-9500,4,S_005_01_DTC_VOLUME,0,,10/01/2016,09/30/2018,"1000 HIGHWAY 28 JASPER, TN 37347 (35.047727, -85.631661)"
240166,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,"800 MEDICAL CENTER DRIVE, PO BOX 800",,FAIRMONT,MN,56031,MARTIN,(507) 238-8101,5,S_006_01_MSPB_NUMB,53,,10/01/2016,09/30/2018,"800 MEDICAL CENTER DRIVE, PO BOX 800 FAIRMONT, MN 56031 (43.637688, -94.451728)"
192006,CORNERSTONE SPECIALTY HOSPITALS BOSSIER CITY,4900 MEDICAL DRIVE,,BOSSIER CITY,LA,71112,BOSSIER,(318) 747-9500,6,S_004_01_PPR_PD_RSRR_2_5,Not Available,1,10/01/2016,09/30/2018,"4900 MEDICAL DRIVE BOSSIER CITY, LA 71112 (32.460624, -93.667827)"
360107,BELLEVUE HOSPITAL,1400 WEST MAIN STREET,,BELLEVUE,OH,44811,SANDUSKY,(419) 483-4040,5,S_005_01_DTC_RS_RATE_2_5,Not Available,9,10/01/2016,09/30/2018,"1400 WEST MAIN STREET BELLEVUE, OH 44811 (41.28508, -82.882559)"
390072,BERWICK HOSPITAL CENTER,701 EAST 16TH STREET,,BERWICK,PA,18603,COLUMBIA,(570) 759-5020,3,S_004_01_PPR_PD_OBS_READM,Not Available,1,10/01/2016,09/30/2018,"701 EAST 16TH STREET BERWICK, PA 18603 (41.070159, -76.230804)"
490001,NORTON COMMUNITY HOSPITAL,100  15TH NW STREET,,NORTON,VA,24273,NORTON CITY,(276) 439-1000,3,S_005_01_DTC_RS_RATE,56.39,,10/01/2016,09/30/2018,"100  15TH NW STREET NORTON, VA 24273 (36.932031, -82.64338)"
370083,PUSHMATAHA COUNTY TOWN OF ANTLERS HOSPITAL,510 EAST MAIN STREET,,ANTLERS,OK,74523,PUSHMATAHA,(580) 298-3341,6,S_002_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"510 EAST MAIN STREET ANTLERS, OK 74523 (34.231717, -95.615603)"
270003,ST PETERS HOSPITAL,2475 BROADWAY,,HELENA,MT,59601,LEWIS AND CLARK,(406) 442-2480,8,S_005_01_DTC_RS_RATE_2_5,Not Available,1,10/01/2016,09/30/2018,
040085,HELENA REGIONAL MEDICAL CENTER,1801 MARTIN LUTHER KING JR DRIVE,,HELENA,AR,72342,PHILLIPS,(870) 338-5800,6,S_004_01_PPR_PD_OBS,Not Available,1,10/01/2016,09/30/2018,"1801 MARTIN LUTHER KING JR DRIVE HELENA, AR 72342 (34.508357, -90.62733)"
360107,BELLEVUE HOSPITAL,1400 WEST MAIN STREET,,BELLEVUE,OH,44811,SANDUSKY,(419) 483-4040,5,S_004_01_PPR_PD_RSRR_97_5,Not Available,9,10/01/2016,09/30/2018,"1400 WEST MAIN STREET BELLEVUE, OH 44811 (41.28508, -82.882559)"
450187,SCOTT & WHITE HOSPITAL BRENHAM,700 MEDICAL PARKWAY,,BRENHAM,TX,77833,WASHINGTON,(979) 836-6173,6,S_002_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"700 MEDICAL PARKWAY BRENHAM, TX 77833 (30.145082, -96.398937)"
430015,AVERA ST MARY'S HOSPITAL,801 E SIOUX,,PIERRE,SD,57501,HUGHES,(605) 224-3100,8,S_001_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"801 E SIOUX PIERRE, SD 57501 (44.361268, -100.342235)"
370030,STILLWATER MEDICAL-BLACKWELL,1323 W 6TH AVE,,BLACKWELL,OK,74631,KAY,(580) 363-2311,6,S_006_01_MSPB_NUMB,0,,10/01/2016,09/30/2018,
250124,MAGEE GENERAL HOSPITAL,300 3RD AVE SE,,MAGEE,MS,39111,SIMPSON,(601) 849-5070,4,S_004_01_PPR_PD_COMP_PERF,No Different than the National Rate,,10/01/2016,09/30/2018,"300 3RD AVE SE MAGEE, MS 39111 (31.870585, -89.728389)"
320006,EASTERN NEW MEXICO MEDICAL CENTER,405 W COUNTRY CLUB ROAD,,ROSWELL,NM,88201,CHAVES,(575) 624-8722,6,S_005_01_DTC_RS_RATE _97_5,Not Available,1,10/01/2016,09/30/2018,"405 W COUNTRY CLUB ROAD ROSWELL, NM 88201 (33.4233, -104.527405)"
240101,ESSENTIA HEALTH ST MARYS - DETROIT LAKES,1027 WASHINGTON AVE,,DETROIT LAKES,MN,56501,BECKER,(218) 847-0888,5,S_002_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"1027 WASHINGTON AVE DETROIT LAKES, MN 56501 (46.815307, -95.845453)"
363033,HEALTHSOUTH REHABILITATION HOSPITAL OF DAYTON,ONE ELIZABETH PLACE,,DAYTON,OH,45408,MONTGOMERY,(937) 424-8200,5,S_004_01_PPR_PD_RSRR_97_5,Not Available,1,10/01/2016,09/30/2018,
390199,PUNXSUTAWNEY AREA HOSPITAL,81 HILLCREST DRIVE,,PUNXSUTAWNEY,PA,15767,JEFFERSON,(814) 938-1800,3,S_002_01_ADJ_RATE,0.00,,07/01/2018,06/30/2019,"81 HILLCREST DRIVE PUNXSUTAWNEY, PA 15767 (40.960153, -79.000359)"
280111,COLUMBUS COMMUNITY HOSPITAL,4600 38TH ST,,COLUMBUS,NE,68601,PLATTE,(402) 564-7118,7,S_005_01_DTC_VOLUME,197,,10/01/2016,09/30/2018,"4600 38TH ST COLUMBUS, NE 68601 (41.453273, -97.3849)"
010126,TROY REGIONAL MEDICAL CENTER,1330 HIGHWAY 231 SOUTH,,TROY,AL,36081,PIKE,(334) 670-5000,4,S_004_01_PPR_PD_RSRR_97_5,9.18,,10/01/2016,09/30/2018,"1330 HIGHWAY 231 SOUTH TROY, AL 36081 (31.780322, -85.945529)"
450578,HEMPHILL COUNTY HOSPITAL,1020 S 4TH ST,,CANADIAN,TX,79014,HEMPHILL,(806) 323-6622,6,S_004_01_PPR_PD_RSRR_97_5,10.21,,10/01/2016,09/30/2018,"1020 S 4TH ST CANADIAN, TX 79014 (35.903792, -100.387399)"
340127,GRANVILLE HEALTH SYSTEMS,1010 COLLEGE ST,,OXFORD,NC,27565,GRANVILLE,(919) 690-3000,4,S_005_01_DTC_RS_RATE _97_5,Not Available,1,10/01/2016,09/30/2018,"1010 COLLEGE ST OXFORD, NC 27565 (36.326338, -78.594407)"
140145,ST JOSEPHS HOSPITAL,9515 HOLY CROSS LN,,BREESE,IL,62230,CLINTON,(618) 526-4511,5,S_002_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"9515 HOLY CROSS LN BREESE, IL 62230 (38.625154, -89.524944)"
393039,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF NITTAN,550 WEST COLLEGE AVENUE,,PLEASANT GAP,PA,16823,CENTRE,(814) 359-3421,3,S_006_01_MSPB_NUMB,0,,10/01/2016,09/30/2018,"550 WEST COLLEGE AVENUE PLEASANT GAP, PA 16823 (40.860513, -77.757992)"
110086,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,610 SPARTA ROAD,,SANDERSVILLE,GA,31082,WASHINGTON,(478) 240-2100,4,S_004_01_PPR_PD_RSRR_97_5,9.14,,10/01/2016,09/30/2018,"610 SPARTA ROAD SANDERSVILLE, GA 31082 (32.996817, -82.805042)"
460039,BEAR RIVER VALLEY HOSPITAL,905 NORTH 1000 WEST,,TREMONTON,UT,84337,BOX ELDER,(435) 207-4500,8,S_002_01_NUMERATOR,Not Available,10,07/01/2018,06/30/2019,"905 NORTH 1000 WEST TREMONTON, UT 84337 (41.723768, -112.181979)"
330144,"IRA DAVENPORT MEMORIAL HOSPITAL, INC",7571 STATE ROUTE 54,,BATH,NY,14810,STEUBEN,(607) 776-8500,2,S_004_01_PPR_PD_COMP_PERF,Not Available,9,10/01/2016,09/30/2018,"7571 STATE ROUTE 54 BATH, NY 14810 (42.37297, -77.278553)"
250061,YALOBUSHA GENERAL HOSPITAL,630 SOUTH MAIN STREET,,WATER VALLEY,MS,38965,YALOBUSHA,(662) 473-1411,4,S_005_01_DTC_RS_RATE,62.58,,10/01/2016,09/30/2018,"630 SOUTH MAIN STREET WATER VALLEY, MS 38965 (34.1307, -89.641013)"
050523,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,,ANTIOCH,CA,94509,CONTRA COSTA,(925) 779-7200,9,S_002_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"3901 LONE TREE WAY ANTIOCH, CA 94509 (37.982295, -121.804681)"
230239,CHIPPEWA COUNTY WAR MEMORIAL HOSPITAL,500 OSBORN BLVD,,SAULT SAINTE MARIE,MI,49783,CHIPPEWA,(906) 635-4460,5,S_005_01_DTC_COMP_PERF,Not Available,1,10/01/2016,09/30/2018,"500 OSBORN BLVD SAULT SAINTE MARIE, MI 49783 (46.498099, -84.349513)"
250061,YALOBUSHA GENERAL HOSPITAL,630 SOUTH MAIN STREET,,WATER VALLEY,MS,38965,YALOBUSHA,(662) 473-1411,4,S_004_01_PPR_PD_RSRR,8.83,,10/01/2016,09/30/2018,"630 SOUTH MAIN STREET WATER VALLEY, MS 38965 (34.1307, -89.641013)"
390138,WAYNESBORO HOSPITAL,501 EAST MAIN ST,,WAYNESBORO,PA,17268,FRANKLIN,(717) 765-4000,3,S_002_01_DENOMINATOR,Not Available,10,07/01/2018,06/30/2019,"501 EAST MAIN ST WAYNESBORO, PA 17268 (39.751806, -77.570581)"
370018,"JANE PHILLIPS MEMORIAL MEDICAL CENTER, INC",3500 EAST FRANK PHILLIPS BOULEVARD,,BARTLESVILLE,OK,74006,WASHINGTON,(918) 333-7200,6,S_005_01_DTC_NUMBER,29,,10/01/2016,09/30/2018,"3500 EAST FRANK PHILLIPS BOULEVARD BARTLESVILLE, OK 74006 (36.750676, -95.939698)"
180064,SAINT JOSEPH MOUNT STERLING,225 FALCON DRIVE,,MOUNT STERLING,KY,40353,MONTGOMERY,(859) 497-5018,4,S_004_01_PPR_PD_VOLUME,1,,10/01/2016,09/30/2018,"225 FALCON DRIVE MOUNT STERLING, KY 40353 (38.07591, -83.94692)"
170075,"MERCY HOSPITAL, INC",218 E PACK STREET,,MOUNDRIDGE,KS,67107,MCPHERSON,(620) 345-6391,7,S_002_01_ADJ_RATE,Not Available,10,07/01/2018,06/30/2019,"218 E PACK STREET MOUNDRIDGE, KS 67107 (38.205072, -97.516996)"
340187,DAVIE MEDICAL CENTER,223 HOSPITAL STREET,,MOCKSVILLE,NC,27028,DAVIE,(336) 751-8100,4,S_006_01_MSPB_NUMB,2,,10/01/2016,09/30/2018,"223 HOSPITAL STREET MOCKSVILLE, NC 27028 (35.90001, -80.570097)"
180046,BOURBON COMMUNITY HOSPITAL,9 LINVILLE DRIVE,,PARIS,KY,40361,BOURBON,(859) 987-3600,4,S_005_01_DTC_RS_RATE,Not Available,9,10/01/2016,09/30/2018,"9 LINVILLE DRIVE PARIS, KY 40361 (38.220655, -84.238896)"
060044,COLORADO PLAINS MEDICAL CENTER,1000 LINCOLN ST,,FORT MORGAN,CO,80701,MORGAN,(970) 867-3391,8,S_005_01_DTC_OBS_RATE,Not Available,9,10/01/2016,09/30/2018,"1000 LINCOLN ST FORT MORGAN, CO 80701 (40.259344, -103.79621)"
